departamento,codigodanemunicipio,tipoarea,ano,mes,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
BOLIVAR,13473,Rural,2003,7,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)",Sin Información
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)",Sin Información
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Muerto,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Muerto,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Muerto,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)",Sin Información
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Masculino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)","Pasando, estando cerca"
ANTIOQUIA,5088,Urbana,1995,9,No,Civil,Herido,Femenino,6.340642855,-75.56023948,Accidente por MUSE,"(6.340642855, -75.56023948)",Sin Información
SANTANDER,68861,Rural,2004,2,No,Fuerza publica,Herido,Masculino,6.019975,-73.669605,Accidente por MAP,"(6.019975, -73.669605)",Fuerza publica
PUTUMAYO,86569,Rural,2005,6,No,Fuerza publica,Herido,Masculino,0.707959725,-76.59933473,Accidente por MAP,"(0.707959725, -76.59933473)",Fuerza publica
CAQUETA,18410,Rural,2004,4,No,Fuerza publica,Herido,Masculino,1.295278,-75.197222,Accidente por MAP,"(1.295278, -75.197222)",Fuerza publica
CAQUETA,18410,Rural,2004,4,No,Fuerza publica,Herido,Masculino,1.295278,-75.197222,Accidente por MAP,"(1.295278, -75.197222)",Fuerza publica
CAQUETA,18592,Rural,2007,6,No,Fuerza publica,Herido,Masculino,1.909652,-75.159112,Accidente por MAP,"(1.909652, -75.159112)",Fuerza publica
CESAR,20178,Urbana,1992,6,No,Civil,Muerto,Masculino,9.361663,-73.608403,Accidente por MAP,"(9.361663, -73.608403)",Jugando
CESAR,20178,Urbana,1992,6,No,Civil,Muerto,Masculino,9.361663,-73.608403,Accidente por MAP,"(9.361663, -73.608403)",Jugando
CESAR,20178,Urbana,1992,6,No,Civil,Herido,Femenino,9.361663,-73.608403,Accidente por MAP,"(9.361663, -73.608403)","Pasando, estando cerca"
CESAR,20178,Urbana,1992,6,No,Civil,Muerto,Femenino,9.361663,-73.608403,Accidente por MAP,"(9.361663, -73.608403)",Manipulación
ATLANTICO,8001,Urbana,2002,1,No,Civil,Herido,Masculino,10.923183,-74.834331,Accidente por MUSE,"(10.923183, -74.834331)",Sin Información
ATLANTICO,8001,Urbana,2002,1,No,Civil,Herido,Masculino,10.923183,-74.834331,Accidente por MUSE,"(10.923183, -74.834331)",Sin Información
ATLANTICO,8001,Urbana,2002,1,No,Civil,Herido,Masculino,10.923183,-74.834331,Accidente por MUSE,"(10.923183, -74.834331)",Sin Información
ATLANTICO,8001,Urbana,2002,1,No,Civil,Herido,Masculino,10.923183,-74.834331,Accidente por MUSE,"(10.923183, -74.834331)",Sin Información
CALDAS,17662,Rural,2006,7,No,Civil,Muerto,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)",Manipulación
SANTANDER,68745,Rural,2008,2,No,Civil,Herido,Masculino,6.441321,-73.338071,Accidente por MAP,"(6.441321, -73.338071)",Sin Información
SANTANDER,68745,Rural,2008,2,No,Civil,Muerto,Masculino,6.441321,-73.338071,Accidente por MAP,"(6.441321, -73.338071)",Sin Información
META,50711,Rural,2006,1,No,Fuerza publica,Muerto,Masculino,2.9275,-73.660556,Accidente por MAP,"(2.9275, -73.660556)",Fuerza publica
META,50711,Rural,2006,1,No,Fuerza publica,Muerto,Masculino,2.9275,-73.660556,Accidente por MAP,"(2.9275, -73.660556)",Fuerza publica
ANTIOQUIA,5604,Rural,2002,9,No,Fuerza publica,Herido,Masculino,7.070833,-74.460833,Accidente por MAP,"(7.070833, -74.460833)",Fuerza publica
CALDAS,17662,Rural,2006,10,No,Fuerza publica,Herido,Masculino,5.443056,-75.0725,Accidente por MAP,"(5.443056, -75.0725)",Fuerza publica
CHOCO,27245,Rural,2002,12,No,Fuerza publica,Herido,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)",Fuerza publica
HUILA,41020,Rural,1991,12,No,Fuerza publica,Herido,Masculino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)",Fuerza publica
HUILA,41020,Rural,1991,12,No,Fuerza publica,Herido,Masculino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)",Fuerza publica
CAQUETA,18001,Rural,2003,2,No,Fuerza publica,Herido,Masculino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Fuerza publica
CAQUETA,18001,Rural,2003,2,No,Fuerza publica,Herido,Masculino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Fuerza publica
CAQUETA,18410,Rural,2005,8,No,Civil,Herido,Femenino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
CAQUETA,18410,Rural,2005,8,No,Civil,Muerto,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
BOLIVAR,13688,Rural,1995,3,No,Fuerza publica,Herido,Masculino,7.965,-74.055,Accidente por MAP,"(7.965, -74.055)",Fuerza publica
BOLIVAR,13688,Rural,1995,3,No,Fuerza publica,Herido,Masculino,7.965,-74.055,Accidente por MAP,"(7.965, -74.055)",Fuerza publica
META,50711,Rural,2006,1,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
CORDOBA,23807,Rural,2005,2,No,Fuerza publica,Muerto,Masculino,7.559444,-76.218889,Accidente por MAP,"(7.559444, -76.218889)",Fuerza publica
META,50330,Rural,2003,11,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2003,11,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2003,11,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2003,11,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
ANTIOQUIA,5038,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,6.894444,-75.334167,Accidente por MAP,"(6.894444, -75.334167)",Fuerza publica
ANTIOQUIA,5038,Rural,2003,3,No,Fuerza publica,Herido,Masculino,6.894444,-75.334167,Accidente por MAP,"(6.894444, -75.334167)",Fuerza publica
ANTIOQUIA,5038,Rural,2003,3,No,Fuerza publica,Herido,Masculino,6.894444,-75.334167,Accidente por MAP,"(6.894444, -75.334167)",Fuerza publica
ANTIOQUIA,5038,Rural,2003,3,No,Fuerza publica,Herido,Masculino,6.894444,-75.334167,Accidente por MAP,"(6.894444, -75.334167)",Fuerza publica
META,50330,Rural,2004,4,No,Fuerza publica,Herido,Masculino,3.343889,-74.038889,Accidente por MAP,"(3.343889, -74.038889)",Fuerza publica
ANTIOQUIA,5148,Rural,2003,8,No,Fuerza publica,Herido,Masculino,5.921667,-75.228611,Accidente por MAP,"(5.921667, -75.228611)",Fuerza publica
ANTIOQUIA,5667,Rural,2005,4,No,Civil,Herido,Masculino,6.294891,-75.027634,Accidente por MAP,"(6.294891, -75.027634)",Sin Información
ANTIOQUIA,5660,Rural,2003,12,No,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Sin Información
ANTIOQUIA,5480,Rural,2007,4,No,Fuerza publica,Herido,Masculino,7.275,-76.444,Accidente por MAP,"(7.275, -76.444)",Fuerza publica
ANTIOQUIA,5480,Rural,2007,4,No,Fuerza publica,Herido,Masculino,7.275,-76.444,Accidente por MAP,"(7.275, -76.444)",Fuerza publica
CAQUETA,18592,Rural,2007,4,No,Fuerza publica,Herido,Masculino,2.078056,-75.046389,Accidente por MAP,"(2.078056, -75.046389)",Fuerza publica
META,50590,Rural,2006,3,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicacion de cultivos ilicitos
META,50590,Rural,2006,3,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicador manual - PCI
META,50590,Rural,2006,3,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicador manual - PCI
CAUCA,19455,Rural,2008,5,No,Civil,Herido,Femenino,3.251737,-76.228589,Accidente por MAP,"(3.251737, -76.228589)",Área Despejada
ANTIOQUIA,5045,Rural,2005,10,No,Fuerza publica,Herido,Masculino,7.919167,-76.513333,Accidente por MAP,"(7.919167, -76.513333)",Fuerza publica
ANTIOQUIA,5649,Rural,2007,5,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
BOLIVAR,13160,Rural,2007,1,No,Fuerza publica,Herido,Masculino,7.2075,-74.274167,Accidente por MAP,"(7.2075, -74.274167)",Fuerza publica
BOLIVAR,13160,Rural,2007,1,No,Fuerza publica,Herido,Masculino,7.2075,-74.274167,Accidente por MAP,"(7.2075, -74.274167)",Fuerza publica
BOLIVAR,13160,Rural,2007,1,No,Fuerza publica,Herido,Masculino,7.2075,-74.274167,Accidente por MAP,"(7.2075, -74.274167)",Fuerza publica
NORTE DE SANTANDER,54206,Rural,2006,9,No,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)","Pasando, estando cerca"
MAGDALENA,47189,Rural,2002,6,No,Civil,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Sin Información
MAGDALENA,47189,Rural,2002,6,No,Civil,Herido,Femenino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Trabajos de casa
MAGDALENA,47189,Rural,2002,6,No,Civil,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Sin Información
MAGDALENA,47189,Rural,2002,6,No,Civil,Herido,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Agricultura
SANTANDER,68780,Rural,2001,7,No,Fuerza publica,Herido,Masculino,7.371953,-72.982441,Accidente por MAP,"(7.371953, -72.982441)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Herido,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Herido,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Herido,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Herido,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
CESAR,20001,Rural,2003,10,No,Fuerza publica,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Fuerza publica
ANTIOQUIA,5234,Rural,2007,5,No,Fuerza publica,Muerto,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza publica
BOLIVAR,13670,Rural,2006,9,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
ANTIOQUIA,5667,Rural,2006,1,No,Civil,Herido,Masculino,6.294891,-75.027634,Accidente por MAP,"(6.294891, -75.027634)",Sin Información
CAQUETA,18410,Rural,2004,3,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
CAQUETA,18410,Rural,2004,3,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
TOLIMA,73555,Rural,2007,5,No,Fuerza publica,Herido,Masculino,2.9725,-75.809167,Accidente por MAP,"(2.9725, -75.809167)",Fuerza publica
ANTIOQUIA,5134,Rural,2004,1,No,Fuerza publica,Herido,Masculino,6.946111,-75.2475,Accidente por MAP,"(6.946111, -75.2475)",Fuerza publica
GUAVIARE,95015,Rural,2007,9,No,Civil,Herido,Masculino,1.958453,-72.654146,Accidente por MAP,"(1.958453, -72.654146)","Pasando, estando cerca"
RISARALDA,66594,Urbana,2005,8,No,Civil,Herido,Masculino,5.340698,-75.730758,Accidente por MUSE,"(5.340698, -75.730758)",Manipulación
ARAUCA,81065,Rural,2005,10,No,Civil,Herido,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)",Agricultura
META,50370,Rural,2004,6,No,Fuerza publica,Herido,Masculino,3.241667,-74.283611,Accidente por MAP,"(3.241667, -74.283611)",Fuerza publica
META,50370,Rural,2004,6,No,Fuerza publica,Herido,Masculino,3.241667,-74.283611,Accidente por MAP,"(3.241667, -74.283611)",Fuerza publica
META,50370,Rural,2004,6,No,Fuerza publica,Herido,Masculino,3.241667,-74.283611,Accidente por MAP,"(3.241667, -74.283611)",Fuerza publica
META,50400,Rural,2003,5,No,Fuerza publica,Muerto,Masculino,3.513611,-74.068333,Accidente por MAP,"(3.513611, -74.068333)",Fuerza publica
ANTIOQUIA,5313,Rural,2003,9,No,Fuerza publica,Herido,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)",Fuerza publica
ANTIOQUIA,5313,Rural,2003,9,No,Fuerza publica,Herido,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)",Fuerza publica
ANTIOQUIA,5313,Rural,2003,9,No,Fuerza publica,Herido,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)",Fuerza publica
ANTIOQUIA,5660,Rural,2007,1,No,Fuerza publica,Herido,Masculino,6.105278,-74.992778,Accidente por MAP,"(6.105278, -74.992778)",Fuerza publica
META,50313,Rural,2004,10,No,Civil,Herido,Masculino,3.544873,-73.706262,Accidente por MAP,"(3.544873, -73.706262)",Agricultura
TOLIMA,73026,Rural,2002,12,No,Civil,Herido,Masculino,4.565768,-74.953284,Accidente por MUSE,"(4.565768, -74.953284)",Jugando
TOLIMA,73026,Rural,2002,12,No,Civil,Muerto,Femenino,4.565768,-74.953284,Accidente por MUSE,"(4.565768, -74.953284)",Jugando
META,50325,Rural,2004,4,No,Fuerza publica,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2002,8,No,Civil,Herido,Femenino,8.081507,-73.221319,Accidente por MAP,"(8.081507, -73.221319)",Sin Información
META,50370,Rural,2008,3,No,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Sin Información
SANTANDER,68444,Rural,1995,7,No,Fuerza publica,Muerto,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Fuerza publica
SANTANDER,68444,Rural,1995,7,No,Fuerza publica,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Fuerza publica
SANTANDER,68444,Rural,1995,7,No,Fuerza publica,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Fuerza publica
BOLIVAR,13473,Rural,1995,2,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,2,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Muerto,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Muerto,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Muerto,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
CAQUETA,18410,Rural,2004,12,No,Fuerza publica,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
SANTANDER,68655,Rural,2001,1,No,Civil,Herido,Masculino,7.397197,-73.496496,Accidente por MAP,"(7.397197, -73.496496)",Cuidado de animales
ANTIOQUIA,5790,Rural,2005,2,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
GUAVIARE,95001,Rural,1991,11,No,Fuerza publica,Muerto,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)",Fuerza publica
GUAVIARE,95001,Rural,1991,11,No,Fuerza publica,Muerto,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)",Fuerza publica
GUAVIARE,95001,Rural,1991,11,No,Fuerza publica,Muerto,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)",Fuerza publica
GUAVIARE,95001,Rural,1991,11,No,Fuerza publica,Muerto,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)",Fuerza publica
NORTE DE SANTANDER,54128,Rural,2001,12,No,Civil,Herido,Femenino,7.741966,-73.048606,Accidente por MAP,"(7.741966, -73.048606)","Pasando, estando cerca"
NORTE DE SANTANDER,54128,Rural,2001,12,No,Civil,Herido,Masculino,7.741966,-73.048606,Accidente por MAP,"(7.741966, -73.048606)",Sin Información
CAQUETA,18753,Rural,2005,10,No,Fuerza publica,Herido,Masculino,2.631667,-74.738889,Accidente por MAP,"(2.631667, -74.738889)",Fuerza publica
CAQUETA,18753,Rural,2005,10,No,Fuerza publica,Herido,Masculino,2.631667,-74.738889,Accidente por MAP,"(2.631667, -74.738889)",Fuerza publica
ARAUCA,81300,Rural,2003,9,No,Fuerza publica,Herido,Masculino,6.792924,-71.770658,Accidente por MAP,"(6.792924, -71.770658)",Fuerza publica
ARAUCA,81736,Rural,2003,9,No,Civil,Herido,Masculino,6.958339,-71.878277,Accidente por MAP,"(6.958339, -71.878277)",Área Despejada
ARAUCA,81736,Rural,2003,9,No,Civil,Herido,Masculino,6.958339,-71.878277,Accidente por MAP,"(6.958339, -71.878277)",Área Despejada
ARAUCA,81001,Rural,2002,1,No,Fuerza publica,Muerto,Masculino,7.087606,-70.75831,Accidente por MAP,"(7.087606, -70.75831)",Fuerza publica
ARAUCA,81001,Rural,2002,1,No,Fuerza publica,Muerto,Masculino,7.087606,-70.75831,Accidente por MAP,"(7.087606, -70.75831)",Fuerza publica
ARAUCA,81001,Rural,2002,1,No,Fuerza publica,Muerto,Masculino,7.087606,-70.75831,Accidente por MAP,"(7.087606, -70.75831)",Fuerza publica
CALDAS,17662,Rural,2004,6,No,Fuerza publica,Herido,Masculino,5.596667,-75.061389,Accidente por MAP,"(5.596667, -75.061389)",Fuerza publica
ANTIOQUIA,5380,Rural,2005,7,No,Civil,Herido,Masculino,6.145,-75.658,Accidente por MAP,"(6.145, -75.658)",Sin Información
VAUPES,97161,Rural,2004,9,No,Fuerza publica,Herido,Masculino,1.012487,-71.296639,Accidente por MAP,"(1.012487, -71.296639)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2006,8,No,Civil,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)","Pasando, estando cerca"
NORTE DE SANTANDER,54800,Rural,2006,8,No,Civil,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)","Pasando, estando cerca"
NORTE DE SANTANDER,54800,Rural,2006,8,No,Civil,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)","Pasando, estando cerca"
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Muerto,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
BOLIVAR,13670,Rural,1992,6,No,Fuerza publica,Muerto,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2004,9,No,Fuerza publica,Herido,Masculino,3.334167,-76.190556,Accidente por MAP,"(3.334167, -76.190556)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2004,9,No,Fuerza publica,Herido,Masculino,3.334167,-76.190556,Accidente por MAP,"(3.334167, -76.190556)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2004,9,No,Fuerza publica,Herido,Masculino,3.334167,-76.190556,Accidente por MAP,"(3.334167, -76.190556)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2004,9,No,Fuerza publica,Herido,Masculino,3.334167,-76.190556,Accidente por MAP,"(3.334167, -76.190556)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2004,9,No,Fuerza publica,Muerto,Masculino,3.334167,-76.190556,Accidente por MAP,"(3.334167, -76.190556)",Fuerza publica
MAGDALENA,47189,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Fuerza publica
MAGDALENA,47189,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Fuerza publica
MAGDALENA,47189,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Fuerza publica
MAGDALENA,47189,Rural,2003,3,No,Fuerza publica,Herido,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Fuerza publica
CAQUETA,18592,Rural,2007,3,No,Fuerza publica,Herido,Masculino,2.050833,-75.004444,Accidente por MAP,"(2.050833, -75.004444)",Fuerza publica
CAQUETA,18592,Rural,2007,3,No,Fuerza publica,Herido,Masculino,2.050833,-75.004444,Accidente por MAP,"(2.050833, -75.004444)",Fuerza publica
CHOCO,27099,Rural,2008,5,Indigena,Civil,Herido,Masculino,6.555942,-76.882845,Accidente por MAP,"(6.555942, -76.882845)",Sin Información
CUNDINAMARCA,25592,Rural,2002,12,No,Fuerza publica,Herido,Masculino,5.117879,-74.479488,Accidente por MAP,"(5.117879, -74.479488)",Fuerza publica
CUNDINAMARCA,25592,Rural,2002,12,No,Fuerza publica,Herido,Masculino,5.117879,-74.479488,Accidente por MAP,"(5.117879, -74.479488)",Fuerza publica
ANTIOQUIA,5649,Rural,2004,12,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
ANTIOQUIA,5649,Rural,2004,12,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
ANTIOQUIA,5649,Rural,2004,12,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
ANTIOQUIA,5649,Rural,2004,12,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
ANTIOQUIA,5649,Rural,2004,12,No,Fuerza publica,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza publica
GUAVIARE,95001,Rural,2004,5,No,Fuerza publica,Herido,Masculino,2.308056,-73.308611,Accidente por MAP,"(2.308056, -73.308611)",Fuerza publica
GUAVIARE,95015,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,1.958453,-72.654146,Accidente por MAP,"(1.958453, -72.654146)",Fuerza publica
